Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2011-09-02,15277.27,FALSE
1,1,2011-09-09,17746.68,TRUE
1,1,2011-09-16,18535.48,FALSE
1,1,2011-09-23,17859.3,FALSE
1,1,2011-09-30,18337.68,FALSE
1,1,2011-10-07,20797.58,FALSE
1,1,2011-10-14,23077.55,FALSE
1,1,2011-10-21,23351.8,FALSE
1,1,2011-10-28,31579.9,FALSE
1,2,2011-09-02,49419.75,FALSE
1,2,2011-09-09,43315.85,TRUE
1,2,2011-09-16,42963.96,FALSE
1,2,2011-09-23,43390.94,FALSE
1,2,2011-09-30,46045.09,FALSE
1,2,2011-10-07,49880.69,FALSE
1,2,2011-10-14,43306.38,FALSE
1,2,2011-10-21,42487.67,FALSE
1,2,2011-10-28,41682.4,FALSE
1,3,2011-09-02,19604.47,FALSE
1,3,2011-09-09,12778.28,TRUE
1,3,2011-09-16,10412.88,FALSE
1,3,2011-09-23,9755.56,FALSE
1,3,2011-09-30,10434.83,FALSE
1,3,2011-10-07,9977.96,FALSE
1,3,2011-10-14,9870.22,FALSE
1,3,2011-10-21,10136.78,FALSE
1,3,2011-10-28,9421.2,FALSE
1,4,2011-09-02,36589.07,FALSE
1,4,2011-09-09,35105.96,TRUE
1,4,2011-09-16,34108.12,FALSE
1,4,2011-09-23,32655.07,FALSE
1,4,2011-09-30,32830.81,FALSE
1,4,2011-10-07,37397.63,FALSE
1,4,2011-10-14,35000.3,FALSE
1,4,2011-10-21,33954.55,FALSE
1,4,2011-10-28,34247.26,FALSE
1,5,2011-09-02,20432.91,FALSE
1,5,2011-09-09,19075.78,TRUE
1,5,2011-09-16,19386.23,FALSE
1,5,2011-09-23,20562.37,FALSE
1,5,2011-09-30,16385.37,FALSE
1,5,2011-10-07,30352.06,FALSE
1,5,2011-10-14,22917.89,FALSE
1,5,2011-10-21,32700.34,FALSE
1,5,2011-10-28,26391.79,FALSE
1,6,2011-09-02,3461.79,FALSE
1,6,2011-09-09,6147.43,TRUE
1,6,2011-09-16,3806.5,FALSE
1,6,2011-09-23,4718.28,FALSE
1,6,2011-09-30,3489.24,FALSE
1,6,2011-10-07,4733.74,FALSE
1,6,2011-10-14,4248.69,FALSE
1,6,2011-10-21,5111.85,FALSE
1,6,2011-10-28,6227.43,FALSE
1,7,2011-09-02,14564.8,FALSE
1,7,2011-09-09,13370.82,TRUE
1,7,2011-09-16,14948.27,FALSE
1,7,2011-09-23,14836.91,FALSE
1,7,2011-09-30,13908.4,FALSE
1,7,2011-10-07,12758.28,FALSE
1,7,2011-10-14,13900.54,FALSE
1,7,2011-10-21,24664.06,FALSE
1,7,2011-10-28,26827.51,FALSE
1,8,2011-09-02,34963.68,FALSE
1,8,2011-09-09,34246.67,TRUE
1,8,2011-09-16,35018.8,FALSE
1,8,2011-09-23,33157.11,FALSE
1,8,2011-09-30,34173.84,FALSE
1,8,2011-10-07,36759.96,FALSE
1,8,2011-10-14,34131.81,FALSE
1,8,2011-10-21,32631.25,FALSE
1,8,2011-10-28,34429.75,FALSE
1,9,2011-09-02,38656.8,FALSE
1,9,2011-09-09,35450.71,TRUE
1,9,2011-09-16,27333.83,FALSE
1,9,2011-09-23,30988.32,FALSE
1,9,2011-09-30,44042.93,FALSE
1,9,2011-10-07,41729.36,FALSE
1,9,2011-10-14,32636.66,FALSE
1,9,2011-10-21,31062.86,FALSE
1,9,2011-10-28,34679.39,FALSE
1,10,2011-09-02,30606.87,FALSE
1,10,2011-09-09,31416.52,TRUE
1,10,2011-09-16,32147.59,FALSE
1,10,2011-09-23,27300.29,FALSE
1,10,2011-09-30,31036.88,FALSE
1,10,2011-10-07,31083.31,FALSE
1,10,2011-10-14,30888.69,FALSE
1,10,2011-10-21,28827.99,FALSE
1,10,2011-10-28,28349.42,FALSE
1,11,2011-09-02,20626.08,FALSE
1,11,2011-09-09,20208.4,TRUE
1,11,2011-09-16,19000.25,FALSE
1,11,2011-09-23,17228.02,FALSE
1,11,2011-09-30,18094.24,FALSE
1,11,2011-10-07,21646.32,FALSE
1,11,2011-10-14,19513.63,FALSE
1,11,2011-10-21,22029.81,FALSE
1,11,2011-10-28,20051.11,FALSE
1,12,2011-09-02,10325.4,FALSE
1,12,2011-09-09,10927.54,TRUE
1,12,2011-09-16,10392.19,FALSE
1,12,2011-09-23,9501.54,FALSE
1,12,2011-09-30,7457.24,FALSE
1,12,2011-10-07,11240.29,FALSE
1,12,2011-10-14,12223.55,FALSE
1,12,2011-10-21,11380.28,FALSE
1,12,2011-10-28,10418.23,FALSE
1,13,2011-09-02,42713.81,FALSE
1,13,2011-09-09,38045.63,TRUE
1,13,2011-09-16,38382.65,FALSE
1,13,2011-09-23,37645.66,FALSE
1,13,2011-09-30,37928.28,FALSE
1,13,2011-10-07,41151.28,FALSE
1,13,2011-10-14,37531.43,FALSE
1,13,2011-10-21,38272.21,FALSE
1,13,2011-10-28,37117.02,FALSE
1,14,2011-09-02,12708.18,FALSE
1,14,2011-09-09,13550.53,TRUE
1,14,2011-09-16,13166.76,FALSE
1,14,2011-09-23,11558.22,FALSE
1,14,2011-09-30,14027.83,FALSE
1,14,2011-10-07,12766.52,FALSE
1,14,2011-10-14,13440.89,FALSE
1,14,2011-10-21,12476.8,FALSE
1,14,2011-10-28,13031.03,FALSE
1,16,2011-09-02,15288.9,FALSE
1,16,2011-09-09,17838.29,TRUE
1,16,2011-09-16,13499.43,FALSE
1,16,2011-09-23,10893.91,FALSE
1,16,2011-09-30,11831.25,FALSE
1,16,2011-10-07,14309.01,FALSE
1,16,2011-10-14,10030.59,FALSE
1,16,2011-10-21,10366.98,FALSE
1,16,2011-10-28,7616.55,FALSE
1,17,2011-09-02,7577.4,FALSE
1,17,2011-09-09,8209.44,TRUE
1,17,2011-09-16,7208.1,FALSE
1,17,2011-09-23,7063.24,FALSE
1,17,2011-09-30,7348.08,FALSE
1,17,2011-10-07,8149.44,FALSE
1,17,2011-10-14,8241.42,FALSE
1,17,2011-10-21,7547.77,FALSE
1,17,2011-10-28,7407.41,FALSE
1,18,2011-09-02,83.64,FALSE
1,18,2011-09-09,149.24,TRUE
1,18,2011-09-16,868.86,FALSE
1,18,2011-09-23,2540.81,FALSE
1,18,2011-09-30,3279.04,FALSE
1,18,2011-10-07,4959.46,FALSE
1,18,2011-10-14,5758.87,FALSE
1,18,2011-10-21,7304.78,FALSE
1,18,2011-10-28,16545.45,FALSE
1,19,2011-09-02,880.55,FALSE
1,19,2011-09-09,990.6,TRUE
1,19,2011-09-16,1071.02,FALSE
1,19,2011-09-23,992.99,FALSE
1,19,2011-09-30,1003,FALSE
1,19,2011-10-07,984,FALSE
1,19,2011-10-14,1286.47,FALSE
1,19,2011-10-21,911.38,FALSE
1,19,2011-10-28,1061.44,FALSE
1,20,2011-09-02,4333.53,FALSE
1,20,2011-09-09,3991.02,TRUE
1,20,2011-09-16,3427.12,FALSE
1,20,2011-09-23,3571.86,FALSE
1,20,2011-09-30,3560.89,FALSE
1,20,2011-10-07,3135,FALSE
1,20,2011-10-14,3516.39,FALSE
1,20,2011-10-21,2638.07,FALSE
1,20,2011-10-28,3180.74,FALSE
1,21,2011-09-02,8384.67,FALSE
1,21,2011-09-09,8021.04,TRUE
1,21,2011-09-16,8792.26,FALSE
1,21,2011-09-23,7764.04,FALSE
1,21,2011-09-30,8104,FALSE
1,21,2011-10-07,9020.44,FALSE
1,21,2011-10-14,7774.11,FALSE
1,21,2011-10-21,8113.95,FALSE
1,21,2011-10-28,8346.1,FALSE
1,22,2011-09-02,7166.39,FALSE
1,22,2011-09-09,9716.37,TRUE
1,22,2011-09-16,7526.42,FALSE
1,22,2011-09-23,7295.83,FALSE
1,22,2011-09-30,5153.35,FALSE
1,22,2011-10-07,7980.63,FALSE
1,22,2011-10-14,7688.46,FALSE
1,22,2011-10-21,7727.26,FALSE
