Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2012-07-06,17823.37,FALSE
1,1,2012-07-13,16566.18,FALSE
1,1,2012-07-20,16348.06,FALSE
1,1,2012-07-27,15731.18,FALSE
1,1,2012-08-03,16628.31,FALSE
1,1,2012-08-10,16119.92,FALSE
1,1,2012-08-17,17330.7,FALSE
1,1,2012-08-24,16286.4,FALSE
1,1,2012-08-31,16680.24,FALSE
1,2,2012-07-06,49771.92,FALSE
1,2,2012-07-13,44411.95,FALSE
1,2,2012-07-20,45108.22,FALSE
1,2,2012-07-27,45008.22,FALSE
1,2,2012-08-03,49424.06,FALSE
1,2,2012-08-10,46729.91,FALSE
1,2,2012-08-17,46350.97,FALSE
1,2,2012-08-24,44972.52,FALSE
1,2,2012-08-31,50995.5,FALSE
1,3,2012-07-06,8473.71,FALSE
1,3,2012-07-13,13126.15,FALSE
1,3,2012-07-20,20126.95,FALSE
1,3,2012-07-27,22716.7,FALSE
1,3,2012-08-03,30331.69,FALSE
1,3,2012-08-10,28257.3,FALSE
1,3,2012-08-17,31905.97,FALSE
1,3,2012-08-24,43712.78,FALSE
1,3,2012-08-31,50701.3,FALSE
1,4,2012-07-06,44936.96,FALSE
1,4,2012-07-13,38073.91,FALSE
1,4,2012-07-20,38080.05,FALSE
1,4,2012-07-27,35197.59,FALSE
1,4,2012-08-03,41305.39,FALSE
1,4,2012-08-10,40343.83,FALSE
1,4,2012-08-17,38105.9,FALSE
1,4,2012-08-24,36674.67,FALSE
1,4,2012-08-31,37802.97,FALSE
1,5,2012-07-06,19684.48,FALSE
1,5,2012-07-13,18089.61,FALSE
1,5,2012-07-20,17896.46,FALSE
1,5,2012-07-27,14105.4,FALSE
1,5,2012-08-03,17615.28,FALSE
1,5,2012-08-10,18232.46,FALSE
1,5,2012-08-17,15440.65,FALSE
1,5,2012-08-24,22446.23,FALSE
1,5,2012-08-31,18615.76,FALSE
1,6,2012-07-06,2828.03,FALSE
1,6,2012-07-13,2776.97,FALSE
1,6,2012-07-20,3496.53,FALSE
1,6,2012-07-27,2545.65,FALSE
1,6,2012-08-03,3412.58,FALSE
1,6,2012-08-10,-139.65,FALSE
1,6,2012-08-17,2725.3,FALSE
1,6,2012-08-24,2626.5,FALSE
1,6,2012-08-31,2987.07,FALSE
1,7,2012-07-06,27364.96,FALSE
