Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2011-03-04,20327.61,FALSE
1,1,2011-03-11,21280.4,FALSE
1,1,2011-03-18,20334.23,FALSE
1,1,2011-03-25,20881.1,FALSE
1,1,2011-04-01,20398.09,FALSE
1,1,2011-04-08,23873.79,FALSE
1,1,2011-04-15,28762.37,FALSE
1,1,2011-04-22,50510.31,FALSE
1,1,2011-04-29,41512.39,FALSE
1,2,2011-03-04,53035.54,FALSE
1,2,2011-03-11,48465.72,FALSE
1,2,2011-03-18,45222.3,FALSE
1,2,2011-03-25,44293.54,FALSE
1,2,2011-04-01,46991.58,FALSE
1,2,2011-04-08,48501.79,FALSE
1,2,2011-04-15,44464.74,FALSE
1,2,2011-04-22,46544.56,FALSE
1,2,2011-04-29,43682.41,FALSE
1,3,2011-03-04,11039.12,FALSE
1,3,2011-03-11,10689.97,FALSE
1,3,2011-03-18,8148.69,FALSE
1,3,2011-03-25,9049.02,FALSE
1,3,2011-04-01,8734.19,FALSE
1,3,2011-04-08,10417.33,FALSE
1,3,2011-04-15,8212.97,FALSE
1,3,2011-04-22,8468.72,FALSE
1,3,2011-04-29,8653.62,FALSE
1,4,2011-03-04,37943.96,FALSE
1,4,2011-03-11,35229.12,FALSE
1,4,2011-03-18,34863.03,FALSE
1,4,2011-03-25,34813.12,FALSE
1,4,2011-04-01,34451.9,FALSE
1,4,2011-04-08,36514.43,FALSE
1,4,2011-04-15,33466.89,FALSE
1,4,2011-04-22,35132.7,FALSE
1,4,2011-04-29,34528.56,FALSE
1,5,2011-03-04,28902.37,FALSE
1,5,2011-03-11,23704.37,FALSE
1,5,2011-03-18,22685.69,FALSE
1,5,2011-03-25,18719.22,FALSE
1,5,2011-04-01,23598.55,FALSE
1,5,2011-04-08,22393.09,FALSE
1,5,2011-04-15,22719.82,FALSE
1,5,2011-04-22,21786.16,FALSE
1,5,2011-04-29,17503.28,FALSE
1,6,2011-03-04,3882.86,FALSE
1,6,2011-03-11,3928.8,FALSE
1,6,2011-03-18,2889.22,FALSE
1,6,2011-03-25,4508.3,FALSE
1,6,2011-04-01,3249.27,FALSE
1,6,2011-04-08,3340.31,FALSE
1,6,2011-04-15,3798.07,FALSE
1,6,2011-04-22,2995.07,FALSE
1,6,2011-04-29,4298.02,FALSE
1,7,2011-03-04,19607.4,FALSE
1,7,2011-03-11,20304.74,FALSE
1,7,2011-03-18,22751.59,FALSE
1,7,2011-03-25,19958,FALSE
1,7,2011-04-01,20144.71,FALSE
1,7,2011-04-08,21617.85,FALSE
1,7,2011-04-15,19955.07,FALSE
1,7,2011-04-22,24606.39,FALSE
1,7,2011-04-29,22934.42,FALSE
1,8,2011-03-04,36369.58,FALSE
1,8,2011-03-11,34415.39,FALSE
1,8,2011-03-18,33301.63,FALSE
1,8,2011-03-25,32558.92,FALSE
1,8,2011-04-01,35319.05,FALSE
1,8,2011-04-08,34442.29,FALSE
1,8,2011-04-15,32224.01,FALSE
1,8,2011-04-22,32832.06,FALSE
1,8,2011-04-29,32827.42,FALSE
1,9,2011-03-04,27078.81,FALSE
1,9,2011-03-11,27860.95,FALSE
1,9,2011-03-18,33823.26,FALSE
1,9,2011-03-25,37050.06,FALSE
1,9,2011-04-01,28388.25,FALSE
1,9,2011-04-08,27560.77,FALSE
1,9,2011-04-15,28475.86,FALSE
1,9,2011-04-22,28657.31,FALSE
1,9,2011-04-29,23567.09,FALSE
1,10,2011-03-04,36246.52,FALSE
1,10,2011-03-11,31563.06,FALSE
1,10,2011-03-18,33739.79,FALSE
1,10,2011-03-25,42875.11,FALSE
1,10,2011-04-01,30863.93,FALSE
1,10,2011-04-08,32563.54,FALSE
1,10,2011-04-15,32040.83,FALSE
1,10,2011-04-22,34446.35,FALSE
1,10,2011-04-29,28188.01,FALSE
1,11,2011-03-04,20777.31,FALSE
1,11,2011-03-11,18717.53,FALSE
1,11,2011-03-18,21683.76,FALSE
1,11,2011-03-25,26730.15,FALSE
1,11,2011-04-01,22642.55,FALSE
1,11,2011-04-08,24591.84,FALSE
1,11,2011-04-15,25526.24,FALSE
1,11,2011-04-22,25703.25,FALSE
1,11,2011-04-29,24975.38,FALSE
1,12,2011-03-04,12618.52,FALSE
1,12,2011-03-11,11762.08,FALSE
1,12,2011-03-18,15560.17,FALSE
1,12,2011-03-25,12222.77,FALSE
1,12,2011-04-01,11871.94,FALSE
1,12,2011-04-08,12543.92,FALSE
1,12,2011-04-15,12822.2,FALSE
1,12,2011-04-22,13447.09,FALSE
1,12,2011-04-29,9874.94,FALSE
1,13,2011-03-04,42277.37,FALSE
1,13,2011-03-11,37577.97,FALSE
1,13,2011-03-18,36930.48,FALSE
1,13,2011-03-25,36745.46,FALSE
1,13,2011-04-01,37630.13,FALSE
1,13,2011-04-08,38076.86,FALSE
1,13,2011-04-15,35263.45,FALSE
1,13,2011-04-22,35464.71,FALSE
1,13,2011-04-29,34311.69,FALSE
1,14,2011-03-04,17281.12,FALSE
1,14,2011-03-11,14490.48,FALSE
1,14,2011-03-18,14287.28,FALSE
1,14,2011-03-25,14006.9,FALSE
1,14,2011-04-01,13136.1,FALSE
1,14,2011-04-08,14454.19,FALSE
1,14,2011-04-15,12151.4,FALSE
1,14,2011-04-22,12478.19,FALSE
1,14,2011-04-29,13429.28,FALSE
1,16,2011-03-04,28635.06,FALSE
1,16,2011-03-11,27388.55,FALSE
1,16,2011-03-18,42549.38,FALSE
1,16,2011-03-25,48217.85,FALSE
1,16,2011-04-01,42679.11,FALSE
1,16,2011-04-08,49433.2,FALSE
1,16,2011-04-15,48643.77,FALSE
1,16,2011-04-22,48934.3,FALSE
1,16,2011-04-29,40280.3,FALSE
1,17,2011-03-04,12994.45,FALSE
1,17,2011-03-11,9728.55,FALSE
1,17,2011-03-18,10143.22,FALSE
