Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2012-09-07,18322.37,TRUE
1,1,2012-09-14,19616.22,FALSE
1,1,2012-09-21,19251.5,FALSE
1,1,2012-09-28,18947.81,FALSE
1,1,2012-10-05,21904.47,FALSE
1,1,2012-10-12,22764.01,FALSE
1,1,2012-10-19,24185.27,FALSE
1,1,2012-10-26,27390.81,FALSE
1,2,2012-09-07,47344.5,TRUE
1,2,2012-09-14,44493.61,FALSE
1,2,2012-09-21,43541.07,FALSE
1,2,2012-09-28,45784.76,FALSE
1,2,2012-10-05,48577.08,FALSE
1,2,2012-10-12,42112.67,FALSE
1,2,2012-10-19,42354.72,FALSE
1,2,2012-10-26,43134.88,FALSE
1,3,2012-09-07,18368.51,TRUE
1,3,2012-09-14,14288.22,FALSE
1,3,2012-09-21,13403.63,FALSE
1,3,2012-09-28,13085.95,FALSE
1,3,2012-10-05,11676.98,FALSE
1,3,2012-10-12,10487.17,FALSE
1,3,2012-10-19,8548.87,FALSE
1,3,2012-10-26,9350.9,FALSE
1,4,2012-09-07,39549.27,TRUE
1,4,2012-09-14,35044.06,FALSE
1,4,2012-09-21,34507.34,FALSE
1,4,2012-09-28,34647.33,FALSE
1,4,2012-10-05,39311.93,FALSE
1,4,2012-10-12,35446.18,FALSE
1,4,2012-10-19,35549.19,FALSE
1,4,2012-10-26,36292.6,FALSE
1,5,2012-09-07,18236.15,TRUE
1,5,2012-09-14,19369.52,FALSE
1,5,2012-09-21,25798.78,FALSE
1,5,2012-09-28,22560.39,FALSE
1,5,2012-10-05,25508.81,FALSE
1,5,2012-10-12,20920.03,FALSE
1,5,2012-10-19,20413.83,FALSE
1,5,2012-10-26,25846.94,FALSE
1,6,2012-09-07,2576.64,TRUE
1,6,2012-09-14,3073.31,FALSE
1,6,2012-09-21,4159.51,FALSE
1,6,2012-09-28,3168.68,FALSE
1,6,2012-10-05,3843.29,FALSE
1,6,2012-10-12,3788.59,FALSE
1,6,2012-10-19,3496.69,FALSE
