Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2011-05-06,20138.19,FALSE
1,1,2011-05-13,17235.15,FALSE
1,1,2011-05-20,15136.78,FALSE
1,1,2011-05-27,15741.6,FALSE
1,1,2011-06-03,16434.15,FALSE
1,1,2011-06-10,15883.52,FALSE
1,1,2011-06-17,14978.09,FALSE
1,1,2011-06-24,15682.81,FALSE
1,2,2011-05-06,50139.92,FALSE
1,2,2011-05-13,44274.15,FALSE
1,2,2011-05-20,44302.11,FALSE
1,2,2011-05-27,45072.11,FALSE
1,2,2011-06-03,47844.27,FALSE
1,2,2011-06-10,46363.93,FALSE
1,2,2011-06-17,42939.63,FALSE
1,2,2011-06-24,42415.81,FALSE
1,3,2011-05-06,10420.92,FALSE
1,3,2011-05-13,8732.46,FALSE
1,3,2011-05-20,7939.01,FALSE
1,3,2011-05-27,8120.7,FALSE
1,3,2011-06-03,8853.89,FALSE
1,3,2011-06-10,7508.71,FALSE
1,3,2011-06-17,7658.75,FALSE
1,3,2011-06-24,6165.73,FALSE
1,4,2011-05-06,37827.69,FALSE
1,4,2011-05-13,33471.81,FALSE
1,4,2011-05-20,34137.41,FALSE
1,4,2011-05-27,36790.72,FALSE
1,4,2011-06-03,42508.02,FALSE
1,4,2011-06-10,35376.06,FALSE
1,4,2011-06-17,35523.17,FALSE
1,4,2011-06-24,35062.02,FALSE
1,5,2011-05-06,16195.54,FALSE
1,5,2011-05-13,15587.78,FALSE
1,5,2011-05-20,15575.25,FALSE
1,5,2011-05-27,16613.98,FALSE
1,5,2011-06-03,16848.76,FALSE
1,5,2011-06-10,18648.73,FALSE
1,5,2011-06-17,17861.56,FALSE
1,5,2011-06-24,21695.24,FALSE
1,6,2011-05-06,7213.53,FALSE
1,6,2011-05-13,4162.52,FALSE
1,6,2011-05-20,4640.76,FALSE
1,6,2011-05-27,5572.35,FALSE
1,6,2011-06-03,4021.54,FALSE
1,6,2011-06-10,3079.94,FALSE
1,6,2011-06-17,3004.81,FALSE
1,6,2011-06-24,3020.07,FALSE
1,7,2011-05-06,19394,FALSE
1,7,2011-05-13,21344.39,FALSE
1,7,2011-05-20,18787.41,FALSE
1,7,2011-05-27,26736.85,FALSE
1,7,2011-06-03,38450.3,FALSE
1,7,2011-06-10,38569.49,FALSE
1,7,2011-06-17,31439.02,FALSE
1,7,2011-06-24,23791.78,FALSE
1,8,2011-05-06,37360.03,FALSE
1,8,2011-05-13,34727.2,FALSE
1,8,2011-05-20,35631.59,FALSE
1,8,2011-05-27,35972.12,FALSE
1,8,2011-06-03,36767.22,FALSE
1,8,2011-06-10,36099.62,FALSE
1,8,2011-06-17,34338.33,FALSE
1,8,2011-06-24,34014.16,FALSE
1,9,2011-05-06,23957.45,FALSE
1,9,2011-05-13,23424.18,FALSE
1,9,2011-05-20,23918.77,FALSE
1,9,2011-05-27,26204.22,FALSE
1,9,2011-06-03,30796.28,FALSE
1,9,2011-06-10,27241.97,FALSE
1,9,2011-06-17,23176.62,FALSE
1,9,2011-06-24,24385.11,FALSE
1,10,2011-05-06,28902.6,FALSE
1,10,2011-05-13,28848.69,FALSE
1,10,2011-05-20,28586.42,FALSE
1,10,2011-05-27,30235.6,FALSE
1,10,2011-06-03,35960.03,FALSE
1,10,2011-06-10,31578.41,FALSE
1,10,2011-06-17,31612.86,FALSE
1,10,2011-06-24,29831.79,FALSE
1,11,2011-05-06,23607.73,FALSE
1,11,2011-05-13,25332.93,FALSE
1,11,2011-05-20,19511.5,FALSE
1,11,2011-05-27,27201.64,FALSE
1,11,2011-06-03,38594.85,FALSE
1,11,2011-06-10,41413.29,FALSE
1,11,2011-06-17,35902.81,FALSE
1,11,2011-06-24,35028.61,FALSE
1,12,2011-05-06,11747.79,FALSE
1,12,2011-05-13,12272.92,FALSE
1,12,2011-05-20,14387.22,FALSE
1,12,2011-05-27,11961.81,FALSE
1,12,2011-06-03,13346.63,FALSE
1,12,2011-06-10,12643.1,FALSE
1,12,2011-06-17,10327.88,FALSE
1,12,2011-06-24,10438.17,FALSE
1,13,2011-05-06,40581.52,FALSE
1,13,2011-05-13,35378.71,FALSE
1,13,2011-05-20,35816.48,FALSE
1,13,2011-05-27,36203.13,FALSE
1,13,2011-06-03,39884.82,FALSE
1,13,2011-06-10,38080.39,FALSE
1,13,2011-06-17,39020.06,FALSE
1,13,2011-06-24,37316.12,FALSE
1,14,2011-05-06,15820.88,FALSE
1,14,2011-05-13,15385.02,FALSE
1,14,2011-05-20,13166.43,FALSE
1,14,2011-05-27,12746.66,FALSE
1,14,2011-06-03,13056.1,FALSE
1,14,2011-06-10,11795.34,FALSE
1,14,2011-06-17,12884.03,FALSE
1,14,2011-06-24,13580.61,FALSE
1,16,2011-05-06,37972.19,FALSE
1,16,2011-05-13,40944.33,FALSE
1,16,2011-05-20,35861.13,FALSE
1,16,2011-05-27,38914.76,FALSE
1,16,2011-06-03,44919.99,FALSE
1,16,2011-06-10,38098.97,FALSE
1,16,2011-06-17,38282.75,FALSE
1,16,2011-06-24,31362.66,FALSE
1,17,2011-05-06,10121.32,FALSE
1,17,2011-05-13,9975.24,FALSE
1,17,2011-05-20,7894.76,FALSE
1,17,2011-05-27,6937.06,FALSE
1,17,2011-06-03,5913.51,FALSE
1,17,2011-06-10,9670.75,FALSE
1,17,2011-06-17,10592.73,FALSE
1,17,2011-06-24,6301.63,FALSE
1,18,2011-05-06,682.48,FALSE
1,18,2011-05-13,227.24,FALSE
1,18,2011-05-20,1.8,FALSE
1,18,2011-05-27,0.35,FALSE
1,18,2011-06-10,1,FALSE
1,18,2011-06-17,2,FALSE
1,19,2011-05-06,1217.44,FALSE
1,19,2011-05-13,1018.54,FALSE
1,19,2011-05-20,1345.43,FALSE
1,19,2011-05-27,1229.72,FALSE
1,19,2011-06-03,869.89,FALSE
1,19,2011-06-10,918.08,FALSE
1,19,2011-06-17,489.9,FALSE
1,19,2011-06-24,624.38,FALSE
1,20,2011-05-06,3777.83,FALSE
1,20,2011-05-13,3811.95,FALSE
1,20,2011-05-20,3919.78,FALSE
1,20,2011-05-27,5110.62,FALSE
1,20,2011-06-03,5376.07,FALSE
1,20,2011-06-10,4933.74,FALSE
